Date,Total,Seoul,Busan,Daegu,Incheon,Gwangju,Daejeon,Ulsan,Sejong,Gyeonggi,Gangwon,Chungbuk,Chungnam,Jeonbuk,Jeonnam,Gyeongbuk,Gyeongnam,Jeju,Other
20-01-20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-01-24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-01-26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20-01-27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-01-30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-01-31,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20-02-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20-02-02,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
20-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-02-04,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20-02-05,5,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
20-02-06,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-02-09,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
20-02-10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-02-16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-02-18,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20-02-19,34,2,0,27,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
20-02-20,16,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
20-02-21,74,5,0,44,0,1,0,0,0,1,0,1,1,1,0,17,2,1,0
20-02-22,190,2,2,67,0,3,1,0,1,2,0,2,0,1,0,106,2,1,0
20-02-23,210,3,7,136,1,1,1,1,0,8,6,0,0,0,0,39,7,0,0
20-02-24,207,4,8,152,0,2,1,0,0,12,0,0,0,0,0,19,9,0,0
20-02-25,130,7,18,54,0,0,0,1,0,5,0,0,0,0,0,44,1,0,0
20-02-26,253,8,13,184,1,0,0,1,0,3,0,2,1,0,0,36,4,0,0
20-02-27,449,10,8,340,0,0,5,3,0,12,0,2,5,0,0,53,11,0,0
20-02-28,427,7,5,296,1,0,4,5,0,11,0,3,9,2,0,74,10,0,0
20-02-29,909,12,14,742,2,0,1,6,0,10,1,0,32,0,1,75,13,0,0
20-03-01,595,8,4,512,0,0,0,0,0,8,0,1,12,0,1,48,1,0,0
20-03-02,686,9,6,517,1,0,1,3,0,8,12,0,17,1,1,108,2,0,0
20-03-03,600,7,2,520,0,2,0,0,0,2,1,0,4,1,0,59,1,1,0
20-03-04,516,0,3,398,1,2,1,3,0,9,1,0,1,0,0,95,2,0,0
20-03-05,438,5,0,326,1,0,1,0,0,7,2,1,4,0,0,81,9,1,0
20-03-06,518,2,3,367,0,0,2,0,0,10,2,3,4,0,0,122,3,0,0
20-03-07,483,3,1,390,0,0,0,0,1,10,1,5,2,0,0,65,5,0,0
20-03-08,367,12,1,297,0,0,0,1,1,11,1,4,6,0,0,32,1,0,0
20-03-09,248,10,0,190,0,2,0,0,3,12,1,1,4,0,0,25,0,0,0
20-03-10,131,11,0,92,4,0,0,0,2,10,0,0,2,0,0,10,0,0,0
20-03-11,242,53,2,131,12,0,0,1,2,11,1,2,8,0,0,18,1,0,0
20-03-12,114,19,2,72,0,0,2,0,5,3,0,0,2,0,0,8,1,0,0
20-03-13,110,12,1,61,2,0,2,2,17,8,0,0,1,0,0,4,0,0,0
20-03-14,107,13,3,62,1,0,0,0,6,15,0,1,0,0,0,6,0,0,0
20-03-15,76,9,3,41,1,1,0,1,1,11,0,3,0,0,0,4,0,0,1
20-03-16,74,6,1,35,1,0,0,0,1,20,0,0,0,0,0,7,0,0,3
20-03-17,84,12,0,32,1,0,0,0,0,31,0,0,0,0,0,5,1,0,2
20-03-18,93,5,0,46,1,1,0,2,1,15,1,1,3,2,1,9,0,0,5
20-03-19,152,12,0,97,0,0,0,6,0,18,0,1,0,1,0,12,0,0,5
20-03-20,87,17,1,34,4,1,0,0,0,14,0,0,1,0,0,13,1,0,1
20-03-21,147,15,0,69,4,0,0,0,0,12,0,1,0,0,0,40,0,0,6
20-03-22,98,10,0,43,0,1,2,0,0,16,0,1,1,0,1,11,1,0,11
20-03-23,64,6,1,24,0,0,0,0,1,14,0,2,0,0,0,2,1,0,13
20-03-24,76,4,2,31,1,0,0,0,0,15,0,1,0,0,0,1,1,0,20
20-03-25,100,13,1,14,1,0,0,1,2,21,1,0,3,0,2,5,0,2,34
20-03-26,104,13,0,26,1,0,6,0,0,14,0,1,1,0,0,12,0,0,30
20-03-27,91,12,1,34,3,1,1,2,0,11,0,2,0,0,0,9,1,1,13
20-03-28,146,18,1,71,5,0,0,0,0,21,1,0,2,0,0,2,0,1,24
20-03-29,105,20,3,23,7,0,3,0,2,15,2,0,1,2,1,2,3,0,21
20-03-30,78,16,1,14,0,0,0,0,0,15,2,3,0,1,0,11,1,1,13
20-03-31,125,24,1,60,6,0,2,0,0,13,0,0,1,0,0,2,1,0,15
20-04-01,101,24,3,20,5,4,0,0,0,22,2,0,3,1,3,2,4,0,8
20-04-02,89,14,0,21,4,1,0,1,0,18,1,0,2,0,2,2,6,0,17
20-04-03,86,18,0,9,1,1,0,0,0,23,2,1,1,1,1,5,1,0,22
20-04-04,94,22,0,27,3,0,0,0,0,23,1,0,1,0,0,1,1,0,15
20-04-05,81,24,0,7,2,1,1,0,0,10,3,0,0,1,0,4,1,3,24
20-04-06,47,11,0,13,1,0,2,0,0,8,0,0,1,0,0,2,2,0,7
20-04-07,47,4,1,13,0,0,0,0,0,10,2,0,1,0,0,1,1,0,14
20-04-08,53,11,2,9,4,0,0,0,0,6,2,0,0,1,0,3,1,0,14
20-04-09,39,12,0,4,0,0,0,0,0,10,0,0,1,0,0,0,2,0,10
20-04-10,27,5,1,0,1,0,0,0,0,9,0,0,0,0,0,7,0,0,4
20-04-11,30,4,0,7,0,0,0,1,0,9,0,0,0,0,0,3,0,0,6
20-04-12,32,3,0,2,1,0,0,0,0,4,0,0,1,0,0,3,0,0,18
20-04-13,25,8,0,3,1,0,0,0,0,3,0,0,0,0,0,4,0,0,6
20-04-14,27,2,0,3,1,0,0,1,0,8,0,0,0,0,0,5,0,0,7
20-04-15,27,5,1,1,0,1,0,0,0,6,2,0,0,0,0,6,0,1,4
20-04-16,22,2,3,4,0,0,0,0,0,4,1,0,0,0,0,4,0,0,4
20-04-17,22,2,0,0,1,2,0,0,0,1,0,0,0,0,0,4,1,0,11
20-04-18,18,1,0,3,1,0,0,0,0,4,1,0,2,0,0,2,0,0,4
20-04-19,8,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
20-04-20,13,0,2,1,1,0,0,1,0,2,0,0,0,0,0,2,0,0,4
20-04-21,9,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3
20-04-22,11,2,2,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2
20-04-23,8,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
20-04-24,6,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20-04-25,10,1,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4
20-04-26,10,0,1,1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1
20-04-27,10,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,5
20-04-28,14,4,0,2,1,0,0,0,0,3,0,0,0,0,0,1,0,0,3
20-04-29,9,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3
20-04-30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
20-05-01,9,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,4
20-05-02,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20-05-03,13,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5
20-05-04,8,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,4
20-05-05,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
20-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
20-05-07,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
20-05-08,12,0,2,3,0,0,0,0,0,2,0,1,0,1,0,0,0,0,3
20-05-09,18,12,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
20-05-10,34,14,0,2,3,0,0,0,0,6,0,2,0,0,0,0,0,1,6
20-05-11,35,21,0,0,3,0,0,0,1,3,1,3,0,0,0,0,0,0,3
20-05-12,27,12,0,1,1,0,2,0,0,8,0,0,0,0,0,1,1,0,1
20-05-13,26,11,3,3,2,0,0,1,0,3,0,0,0,1,0,0,1,0,1
20-05-14,29,4,0,0,12,0,0,0,0,6,1,3,1,0,1,1,0,0,0
20-05-15,27,14,0,3,5,0,0,0,0,3,0,0,0,0,1,0,0,0,1
20-05-16,19,5,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,8
20-05-17,13,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4
20-05-18,15,1,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7
20-05-19,13,6,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0
20-05-20,32,10,0,1,8,0,0,0,0,10,0,0,0,1,0,0,0,0,2
20-05-21,12,4,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20-05-22,20,2,0,0,1,0,0,1,0,6,0,0,0,0,0,2,1,0,7
20-05-23,23,4,0,1,0,0,1,0,0,13,0,0,0,0,0,0,1,0,3
20-05-24,25,6,0,0,2,0,0,0,0,6,1,0,0,0,0,6,0,0,4
20-05-25,16,6,0,1,1,0,0,0,0,6,0,0,0,0,0,1,0,0,1
20-05-26,19,9,0,1,3,0,0,0,0,2,0,1,0,0,0,1,0,0,2
20-05-27,40,19,0,3,11,0,0,0,0,6,0,0,0,0,0,0,0,0,1
20-05-28,79,24,1,2,22,0,0,0,0,21,0,0,1,0,0,1,0,0,7
20-05-29,58,20,0,0,18,0,0,0,0,20,0,0,0,0,0,0,0,0,0
20-05-30,39,9,1,2,5,2,0,0,0,13,1,0,0,0,1,0,0,0,5
20-05-31,27,6,1,1,3,0,1,2,0,12,0,0,0,0,0,0,0,1,0
20-06-01,35,1,0,1,18,0,0,0,0,12,0,0,0,0,1,0,0,0,2
20-06-02,38,14,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,1
20-06-03,49,19,0,1,16,0,0,0,0,13,0,0,0,0,0,0,0,0,0
20-06-04,39,14,0,0,7,0,0,0,0,15,0,0,0,0,0,1,0,0,2
20-06-05,39,15,0,1,6,0,0,0,0,13,0,0,1,0,0,2,0,0,1
20-06-06,51,23,0,0,11,0,0,0,0,8,1,0,1,0,0,1,1,0,5
20-06-07,57,27,0,1,6,0,0,1,0,19,0,1,0,0,0,0,0,0,2
20-06-08,37,21,0,1,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3
20-06-09,38,19,0,0,3,0,0,0,0,13,0,0,2,0,0,0,1,0,0
20-06-10,50,12,0,0,8,0,0,0,0,21,1,0,0,0,0,0,2,0,6
20-06-11,45,21,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,2
20-06-12,56,25,0,1,1,0,0,0,0,19,0,0,0,0,0,0,0,0,10
20-06-13,48,29,0,3,1,0,0,0,0,14,0,0,0,0,0,0,0,0,1
20-06-14,34,12,0,2,8,0,0,0,0,10,1,0,0,0,0,0,0,0,1
20-06-15,37,7,0,0,8,0,0,0,0,10,0,0,2,0,0,0,3,0,7
20-06-16,34,12,1,0,2,0,3,0,0,5,0,0,0,0,0,0,2,0,9
20-06-17,43,13,0,1,2,0,5,0,0,13,0,0,1,0,0,0,0,1,7
20-06-18,59,25,0,1,1,0,7,0,1,16,0,0,3,1,0,0,0,0,4
20-06-19,49,18,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,3,11
20-06-20,67,14,2,2,5,0,5,0,0,17,0,0,2,1,0,1,0,0,18
20-06-21,48,17,0,1,0,1,10,0,1,10,2,0,1,0,0,0,1,0,4
20-06-22,17,5,0,1,1,0,0,0,0,6,0,0,2,1,0,1,0,0,0
20-06-23,46,6,0,1,1,0,4,0,0,7,0,1,0,0,0,0,0,0,26
20-06-24,51,11,2,2,3,0,8,2,0,7,1,0,1,1,0,1,0,0,12
20-06-25,28,9,0,0,1,0,4,0,0,9,0,0,1,0,0,0,0,0,4
20-06-26,39,17,0,0,2,0,4,0,0,4,1,0,3,0,0,1,0,0,7
20-06-27,51,17,0,1,1,0,2,0,0,17,0,1,0,1,0,0,0,0,11
20-06-28,62,14,0,0,0,4,6,0,0,17,0,1,1,0,3,0,0,0,16
20-06-29,42,7,1,2,1,4,2,0,0,16,0,0,0,1,1,1,1,0,5
20-06-30,42,7,1,0,3,3,5,0,1,7,1,0,0,0,0,1,0,0,13
20-07-01,51,9,0,1,2,12,4,0,0,16,0,0,1,0,1,0,0,0,5
20-07-02,54,13,0,3,0,22,1,0,0,10,0,0,3,0,0,0,0,0,2
20-07-03,61,12,0,11,1,6,4,0,0,18,0,0,1,1,0,1,2,0,4
20-07-04,63,7,1,1,2,8,3,0,0,19,0,2,0,0,0,1,1,0,18
20-07-05,61,16,0,0,0,16,8,0,0,8,1,0,0,1,0,1,0,1,9
20-07-06,48,3,1,2,6,7,2,0,0,6,1,0,1,0,2,1,1,0,15
20-07-07,44,3,0,1,2,6,2,0,0,13,0,0,0,1,0,0,0,0,16
20-07-08,62,10,0,1,1,8,2,0,0,18,0,0,6,2,1,0,2,0,11
20-07-09,50,8,0,0,3,15,6,0,0,8,0,0,1,1,1,0,2,0,5
20-07-10,45,8,0,0,1,3,7,0,0,14,0,2,0,0,3,0,3,0,4
20-07-11,35,8,0,0,1,9,2,0,0,4,0,0,1,2,0,0,0,0,8
20-07-12,44,7,0,0,0,5,1,0,0,17,0,0,0,1,0,0,1,0,12
20-07-13,62,13,0,1,3,7,0,0,0,11,2,1,4,0,0,0,2,0,18
